ts,underlying,underlying_kind,underlying_px,contract,option_type,style,expiry,dte,strike,multiplier,bid,ask,last,mid,spread,spread_bps,volume,open_interest,iv,delta,gamma,theta,vega,intrinsic,extrinsic,expected_buy_fill,expected_sell_fill,mid_in_nbbo,has_bar,has_quotes,has_trades,quality,resolution,source
2025-06-29T17:05:10.781682+00:00,GOOGL,stock,193.703922,O:GOOGL251025P00194000,P,american,2025-10-25,60,194.0,100,21.017952,21.080409,21.065449,21.049181,0.062456,29.67,12,1607,0.685732,-0.439887,0.0073235268,-0.16827013,30.974882,0.296078,20.753103,21.067918,21.030444,1,1,1,1,OK,5m,rest
2025-07-03T00:02:10.781682+00:00,VIX,index,15.95515,O:VIX250826P00018500,P,european,2025-08-26,0,18.5,100,2.538443,2.548233,2.541016,2.543338,0.00979,38.49,71,5549,0.178777,-1.0,0.0,0.00152042,0.0,2.54485,0.0,2.546275,2.540401,1,1,1,1,OK,1m,flatfile
2025-07-01T11:07:10.781682+00:00,AMD,stock,188.651973,O:AMD250909P00183000,P,american,2025-09-09,14,183.0,100,6.185447,6.224169,6.197605,6.204808,0.038722,62.41,19,529,0.60859,-0.372798,0.0168324582,-0.29765602,13.983958,0.0,6.204808,6.216425,6.193192,1,1,1,1,OK,1m,flatfile
2025-07-01T17:28:10.781682+00:00,SPX,index,5256.320377,O:SPXW250916C05260000,C,european,2025-09-16,21,5260.0,100,98.425654,98.761775,98.607135,98.593715,0.336121,34.09,66,769,0.190784,0.518068,0.00165683,-2.49816392,502.469119,0.0,98.593715,98.694551,98.492879,1,1,1,1,OK,1m,flatfile
2025-06-30T13:54:10.781682+00:00,GOOGL,stock,192.265554,O:GOOGL251025P00191000,P,american,2025-10-25,60,191.0,100,17.816494,17.867139,17.839096,17.841816,0.050645,28.39,234,715,0.613773,-0.432198,0.0082174683,-0.14846289,30.648373,0.0,17.841816,17.85701,17.826623,1,1,1,1,OK,5m,flatfile
2025-07-01T23:48:10.781682+00:00,USO,etf,76.031677,O:USO251025P00076500,P,american,2025-10-25,60,76.5,100,3.02887,3.098463,3.057295,3.063667,0.069592,227.15,31,236,0.245317,-0.485014,0.0527171462,-0.02184039,12.289303,0.468323,2.595344,3.084544,3.042789,1,1,1,1,OK,5m,rest
2025-06-28T04:57:10.781682+00:00,SPY,etf,545.636254,O:SPY250826C00552000,C,american,2025-08-26,0,552.0,100,0.673272,0.968571,0.840948,0.820921,0.295299,3597.17,66,137,0.25648,0.197412,0.037920761,-1.02613394,7.933133,0.0,0.820921,0.909511,0.732331,1,1,1,1,OK,1m,flatfile
2025-07-04T16:45:10.781682+00:00,USO,etf,77.339925,O:USO250826C00082500,C,american,2025-08-26,0,82.5,100,0.0,0.023903,0.000188,0.0,0.047806,478.06,46,382,0.285204,8e-06,3.14792e-05,-2.103e-05,0.000147,0.0,0.0,0.014342,0.0,1,1,1,1,OK,1m,rest
2025-07-02T16:46:10.781682+00:00,XSP,index,548.536414,O:XSP251025P00547500,P,european,2025-10-25,60,547.5,100,15.791146,16.067359,15.955568,15.929252,0.276213,173.4,4,1226,0.200732,-0.45045,0.0088672952,-0.12565078,88.039495,0.0,15.929252,16.012116,15.846388,1,1,1,1,OK,5m,flatfile
2025-07-03T11:13:10.781682+00:00,XSP,index,540.177624,O:XSP250902P00538500,P,european,2025-09-02,7,538.5,100,6.745377,6.938954,6.874342,6.842165,0.193577,282.92,4,521,0.26121,-0.452249,0.0202700967,-0.53218073,29.629433,0.0,6.842165,6.900238,6.784092,1,1,1,1,OK,1m,flatfile
2025-07-04T16:11:10.781682+00:00,USO,etf,70.391896,O:USO250909P00070000,P,american,2025-09-09,14,70.0,100,1.333597,1.390586,1.372432,1.362092,0.05699,418.4,184,799,0.289953,-0.441578,0.0987304587,-0.05367479,5.440764,0.0,1.362092,1.379189,1.344995,1,1,1,1,OK,1m,rest
2025-06-29T08:44:10.781682+00:00,SPX,index,5545.440304,O:SPXW250902P05525000,P,european,2025-09-02,7,5525.0,100,43.604635,43.842507,43.734604,43.723571,0.237872,54.4,21,399,0.179011,-0.426786,0.0028529563,-3.6531452,301.197815,0.0,43.723571,43.794933,43.65221,1,1,1,1,OK,1m,rest
2025-07-01T00:35:10.781682+00:00,NVDA,stock,113.190926,O:NVDA251124C00118000,C,american,2025-11-24,90,118.0,100,8.51082,8.575223,8.54239,8.543022,0.064403,75.39,84,168,0.456495,0.485009,0.0155374956,-0.0606371,22.407311,0.0,8.543022,8.562343,8.523701,1,1,1,1,OK,1m,flatfile
2025-07-04T09:20:10.781682+00:00,PLTR,stock,25.172379,O:PLTR251124C00020000,C,american,2025-11-24,90,20.0,100,5.861942,5.892587,5.889282,5.877265,0.030645,52.14,181,538,0.520918,0.852487,0.0354104314,-0.00962112,2.88203,5.172379,0.704886,5.886458,5.868071,1,1,1,1,OK,1m,rest
2025-07-01T05:42:10.781682+00:00,NVDA,stock,110.521856,O:NVDA250831P00105000,P,american,2025-08-31,5,105.0,100,0.992005,1.037248,1.010599,1.014626,0.045243,445.9,60,461,0.600051,-0.220428,0.0381890271,-0.22799918,3.834425,0.0,1.014626,1.028199,1.001054,1,1,1,1,OK,5m,flatfile
2025-07-04T16:35:10.781682+00:00,UNH,stock,527.843731,O:UNH250831P00562500,P,american,2025-08-31,5,562.5,100,36.314257,36.526121,36.478931,36.420189,0.211863,58.17,169,1117,0.478979,-0.864109,0.0073704411,-0.60489728,13.474046,34.656269,1.76392,36.483748,36.35663,1,1,1,1,OK,1m,flatfile
2025-06-29T03:58:10.781682+00:00,AMD,stock,203.645042,O:AMD250916C00201000,C,american,2025-09-16,21,201.0,100,12.474144,12.523315,12.499822,12.49873,0.049171,39.34,52,108,0.566116,0.5702,0.014202787,-0.26710476,19.184613,2.645042,9.853687,12.513481,12.483978,1,1,1,1,OK,5m,flatfile
2025-07-03T12:38:10.781682+00:00,GOOGL,stock,181.632424,O:GOOGL250826C00178000,C,american,2025-08-26,0,178.0,100,4.516435,4.570792,4.549678,4.543614,0.054357,119.63,73,1416,0.602984,0.744875,0.0560289062,-0.93138247,3.053598,3.632424,0.91119,4.559921,4.527307,1,1,1,1,OK,1m,rest
2025-07-02T09:05:10.781682+00:00,SPX,index,5384.154948,O:SPXW250826C05420000,C,european,2025-08-26,0,5420.0,100,10.622192,10.879486,10.718361,10.750839,0.257294,239.32,61,171,0.216862,0.28378,0.0055436525,-10.47788501,95.48191,0.0,10.750839,10.828027,10.673651,1,1,1,1,OK,1m,flatfile
2025-07-03T22:42:10.781682+00:00,GLD,etf,207.859263,O:GLD250826C00205000,C,american,2025-08-26,0,205.0,100,3.025896,3.070617,3.049047,3.048257,0.044721,146.71,130,462,0.238781,0.868871,0.0819175794,-0.29102813,2.315382,2.859263,0.188994,3.061673,3.03484,1,1,1,1,OK,5m,flatfile
2025-06-28T00:36:10.781682+00:00,VIX,index,14.474597,O:VIX250925C00012500,C,european,2025-09-25,30,12.5,100,2.001261,2.011896,2.00882,2.006578,0.010635,53.0,100,1490,0.202008,0.995393,0.0160346021,-0.00120708,0.055779,1.974597,0.031981,2.009769,2.003388,1,1,1,1,OK,5m,flatfile
2025-06-29T15:53:10.781682+00:00,PLTR,stock,25.218607,O:PLTR250826P00023000,P,american,2025-08-26,0,23.0,100,0.0,0.006334,0.002438,0.000871,0.010927,125505.46,9,127,0.548637,-0.000632,0.0030481786,-0.00079802,0.002914,0.0,0.000871,0.004149,0.0,1,1,1,1,OK,1m,flatfile
2025-07-01T00:20:10.781682+00:00,SOFI,stock,8.184735,O:SOFI250902P00009500,P,american,2025-09-02,7,9.5,100,1.305068,1.316126,1.312254,1.310597,0.011058,84.37,45,63,0.435044,-0.99253,0.0418503891,4.858e-05,0.023391,1.315265,0.0,1.313914,1.307279,1,1,1,1,OK,1m,rest
2025-07-01T05:44:10.781682+00:00,SPY,etf,543.285031,O:SPY250826P00552000,P,american,2025-08-26,0,552.0,100,9.648428,9.898157,9.858963,9.773293,0.249729,255.52,72,132,0.355018,-0.800296,0.0277063867,-1.3753913,7.954137,8.714969,1.058324,9.848212,9.698374,1,1,1,1,OK,5m,flatfile
2025-07-03T14:03:10.781682+00:00,USO,etf,73.564093,O:USO251124C00075000,C,american,2025-11-24,90,75.0,100,2.474806,2.527042,2.51037,2.500924,0.052236,208.87,9,2462,0.199373,0.471682,0.054639631,-0.0187472,14.536333,0.0,2.500924,2.516595,2.485253,1,1,1,1,OK,5m,flatfile
2025-06-30T02:52:10.781682+00:00,UNH,stock,528.822,O:UNH250826P00522500,P,american,2025-08-26,0,522.5,100,2.746658,2.983094,2.834676,2.864876,0.236436,825.29,89,89,0.498504,-0.316637,0.0258015406,-2.44228742,9.85463,0.0,2.864876,2.935807,2.793945,1,1,1,1,OK,1m,flatfile
2025-07-01T16:24:10.781682+00:00,GOOGL,stock,180.649194,O:GOOGL250916C00183000,C,american,2025-09-16,21,183.0,100,7.465718,7.509694,7.489143,7.487706,0.043976,58.73,11,2178,0.487471,0.485103,0.0188737991,-0.20708305,17.274535,0.0,7.487706,7.500898,7.474513,1,1,1,1,OK,1m,rest
2025-06-27T23:26:10.781682+00:00,AMD,stock,196.211792,O:AMD250826C00196000,C,american,2025-08-26,0,196.0,100,2.31931,2.37768,2.344363,2.348495,0.05837,248.54,310,458,0.545083,0.521931,0.0711561216,-1.12319668,4.091023,0.211792,2.136703,2.366006,2.330984,1,1,1,1,OK,1m,flatfile
2025-06-30T13:28:10.781682+00:00,NVDA,stock,112.187961,O:NVDA251025C00115000,C,american,2025-10-25,60,115.0,100,6.957903,7.007177,6.995517,6.98254,0.049274,70.57,33,423,0.440406,0.491325,0.0199103438,-0.07053784,18.141902,0.0,6.98254,6.997322,6.967757,1,1,1,1,OK,1m,rest
2025-07-02T09:45:10.781682+00:00,SPY,etf,556.390386,O:SPY260523P00564000,P,american,2026-05-23,270,564.0,100,64.512316,64.79657,64.661333,64.654443,0.284254,43.97,45,582,0.353779,-0.428409,0.002318433,-0.09814968,187.82619,7.609614,57.044829,64.739719,64.569167,1,1,1,1,OK,5m,rest
2025-07-01T15:42:10.781682+00:00,PLTR,stock,24.015635,O:PLTR250902P00027500,P,american,2025-09-02,7,27.5,100,3.472057,3.486618,3.481527,3.479337,0.01456,41.85,14,1544,0.456492,-0.98224,0.0288256816,-0.00252112,0.145548,3.484365,0.0,3.483705,3.474969,1,1,1,1,OK,1m,rest
2025-06-27T19:50:10.781682+00:00,UNH,stock,531.070638,O:UNH250916C00545000,C,american,2025-09-16,21,545.0,100,12.724496,12.924251,12.782901,12.824373,0.199755,155.76,44,1316,0.361833,0.407092,0.0084195863,-0.44259762,49.434536,0.0,12.824373,12.8843,12.764447,1,1,1,1,OK,1m,flatfile
2025-07-03T14:37:10.781682+00:00,UNH,stock,530.346745,O:UNH250827P00532500,P,american,2025-08-27,1,532.5,100,5.437276,5.7157,5.564582,5.576488,0.278424,499.28,210,210,0.401516,-0.570787,0.0352276924,-2.16286164,10.899693,2.153255,3.423233,5.660016,5.492961,1,1,1,1,OK,1m,rest
2025-06-28T20:28:10.781682+00:00,SPX,index,5588.289698,O:SPXW250827C05625000,C,european,2025-08-27,1,5625.0,100,13.084454,13.310489,13.13083,13.197472,0.226036,171.27,0,108,0.235877,0.302403,0.0050575262,-12.17555272,102.067863,0.0,13.197472,13.265282,13.129661,1,1,1,0,OK,1m,rest
2025-07-04T06:32:10.781682+00:00,SPX,index,5308.345387,O:SPXW250916P05315000,P,european,2025-09-16,21,5315.0,100,119.023032,119.303586,119.227024,119.163309,0.280554,23.54,55,55,0.237118,-0.485339,0.0013204719,-2.6443116,507.620389,6.654613,112.508696,119.247475,119.079142,1,1,1,1,OK,1m,flatfile
2025-06-27T19:54:10.781682+00:00,PLTR,stock,24.121497,O:PLTR251025P00024000,P,american,2025-10-25,60,24.0,100,1.609842,1.617621,1.614687,1.613731,0.00778,48.21,39,1392,0.446294,-0.442105,0.0904378013,-0.01334837,3.860451,0.0,1.613731,1.616065,1.611398,1,1,1,1,OK,1m,flatfile
2025-07-01T03:34:10.781682+00:00,XSP,index,529.773353,O:XSP250925C00531000,C,european,2025-09-25,30,531.0,100,13.098783,13.377529,13.256038,13.238156,0.278746,210.56,13,791,0.217526,0.513416,0.0120683816,-0.2408168,60.557608,0.0,13.238156,13.32178,13.154532,1,1,1,1,OK,1m,flatfile
2025-06-30T05:00:10.781682+00:00,AMD,stock,197.018824,O:AMD250909P00207000,P,american,2025-09-09,14,207.0,100,12.33207,12.379798,12.365073,12.355934,0.047728,38.63,46,310,0.401406,-0.717249,0.0218365758,-0.17445688,13.050246,9.981176,2.374758,12.370252,12.341615,1,1,1,1,OK,1m,flatfile
2025-06-29T00:35:10.781682+00:00,VIX,index,14.873147,O:VIX260826P00011000,P,european,2026-08-26,365,11.0,100,0.164911,0.171709,0.167218,0.16831,0.006798,403.92,165,1061,0.265252,-0.083333,0.038861355,-0.00071287,2.280247,0.0,0.16831,0.17035,0.166271,1,1,1,1,OK,1m,flatfile
2025-06-29T09:39:10.781682+00:00,PLTR,stock,25.217661,O:PLTR250827P00021000,P,american,2025-08-27,1,21.0,100,0.0,0.004638,0.000455,2.3e-05,0.009229,3973330.01,32,6979,0.319603,-0.0,0.0,-0.0,0.0,0.0,2.3e-05,0.002792,0.0,1,1,1,1,OK,5m,flatfile
2025-06-30T09:18:10.781682+00:00,SPY,etf,539.549738,O:SPY250909P00544000,P,american,2025-09-09,14,544.0,100,11.278411,11.568238,11.414489,11.423325,0.289827,253.72,342,342,0.222501,-0.555792,0.0168017136,-0.30612174,41.743057,4.450262,6.973063,11.510273,11.336377,1,1,1,1,OK,1m,flatfile
2025-07-03T13:19:10.781682+00:00,SPY,etf,512.062829,O:SPY251010C00511000,C,american,2025-10-10,45,511.0,100,25.004405,25.250011,25.116888,25.127208,0.245607,97.75,87,1150,0.330622,0.542924,0.0066722418,-0.28275847,71.313144,1.062829,24.064379,25.20089,25.053526,1,1,1,1,OK,5m,flatfile
2025-07-01T06:28:10.781682+00:00,GOOGL,stock,190.437486,O:GOOGL251010P00200000,P,american,2025-10-10,45,200.0,100,15.033283,15.058283,15.045013,15.045783,0.025,16.62,11,128,0.367463,-0.612768,0.0155831284,-0.09370786,25.60314,9.562514,5.48327,15.053283,15.038283,1,1,1,1,OK,1m,flatfile
2025-07-03T10:42:10.781682+00:00,GOOGL,stock,178.819923,O:GOOGL250916P00173000,P,american,2025-09-16,21,173.0,100,7.582476,7.622643,7.601438,7.602559,0.040167,52.83,49,221,0.617623,-0.378634,0.0143570294,-0.23370469,16.313469,0.0,7.602559,7.614609,7.590509,1,1,1,1,OK,1m,flatfile
2025-06-29T21:47:10.781682+00:00,AMD,stock,203.799385,O:AMD250829P00210000,P,american,2025-08-29,3,210.0,100,8.199574,8.25644,8.233458,8.228007,0.056866,69.11,225,768,0.601135,-0.697831,0.0314062434,-0.63335331,6.44499,6.200615,2.027392,8.245067,8.210947,1,1,1,1,OK,1m,flatfile
2025-07-03T07:33:10.781682+00:00,USO,etf,75.347056,O:USO250827C00074500,C,american,2025-08-27,1,74.5,100,0.968947,1.016126,0.992044,0.992536,0.047179,475.34,76,1371,0.283537,0.780756,0.2642658509,-0.16997651,1.165442,0.847056,0.145481,1.00669,0.978383,1,1,1,1,OK,5m,flatfile
2025-06-29T21:54:10.781682+00:00,SPY,etf,537.148056,O:SPY250829P00525000,P,american,2025-08-29,3,525.0,100,0.559551,0.851294,0.729465,0.705423,0.291743,4135.72,14,493,0.225084,-0.126457,0.0189328271,-0.37347536,10.105955,0.0,0.705423,0.792945,0.6179,1,1,1,1,OK,1m,rest
2025-07-04T12:10:10.781682+00:00,XSP,index,552.562937,O:XSP250916C00550000,C,european,2025-09-16,21,550.0,100,12.013286,12.314977,12.218528,12.164131,0.301691,248.02,34,168,0.195918,0.563227,0.0151701443,-0.26812439,52.210107,2.562937,9.601194,12.254639,12.073624,1,1,1,1,OK,1m,rest
2025-06-29T13:40:10.781682+00:00,XSP,index,544.433482,O:XSP250826C00542500,C,european,2025-08-26,0,542.5,100,4.01364,4.286745,4.015359,4.150192,0.273105,658.05,85,1038,0.270154,0.604294,0.0500392749,-1.50956161,10.977901,1.933482,2.21671,4.232124,4.068261,1,1,1,1,OK,1m,rest
2025-06-29T14:27:10.781682+00:00,UNH,stock,510.38686,O:UNH250827C00497500,C,american,2025-08-27,1,497.5,100,13.306827,13.499105,13.489809,13.402966,0.192278,143.46,90,684,0.379912,0.903219,0.0168823458,-0.90629755,4.577427,12.88686,0.516106,13.460649,13.345283,1,1,1,1,OK,1m,rest
2025-06-28T15:03:10.781682+00:00,UNH,stock,539.746718,O:UNH251124P00532500,P,american,2025-11-24,90,532.5,100,51.550921,51.827121,51.697073,51.689021,0.2762,53.43,202,378,0.541383,-0.41597,0.0026882011,-0.29172966,104.543208,0.0,51.689021,51.771881,51.606161,1,1,1,1,OK,5m,rest
2025-07-03T08:01:10.781682+00:00,AMD,stock,196.132628,O:AMD250826C00201000,C,american,2025-08-26,0,201.0,100,0.642478,0.690308,0.64968,0.666393,0.04783,717.75,10,346,0.561784,0.207204,0.0495783277,-0.82781654,2.935404,0.0,0.666393,0.680742,0.652044,1,1,1,1,OK,5m,rest
2025-07-02T00:32:10.781682+00:00,PLTR,stock,25.911912,O:PLTR250829P00028000,P,american,2025-08-29,3,28.0,100,2.112018,2.119818,2.112811,2.115918,0.0078,36.86,5,241,0.54957,-0.936452,0.0965021045,-0.0246393,0.292676,2.088088,0.02783,2.118258,2.113578,1,1,1,1,OK,1m,flatfile
2025-06-27T21:02:10.781682+00:00,AMD,stock,203.412287,O:AMD250925P00202000,P,american,2025-09-25,30,202.0,100,9.41859,9.472991,9.42691,9.44579,0.054401,57.59,106,427,0.448157,-0.445255,0.0151207471,-0.16391333,23.045518,0.0,9.44579,9.46211,9.42947,1,1,1,1,OK,5m,flatfile
2025-06-28T17:10:10.781682+00:00,NVDA,stock,117.537865,O:NVDA251124P00123000,P,american,2025-11-24,90,123.0,100,17.660612,17.685612,17.670978,17.673112,0.025,14.15,84,210,0.646939,-0.483149,0.0105561689,-0.07749135,23.263499,5.462135,12.210977,17.680612,17.665612,1,1,1,1,OK,1m,flatfile
2025-07-03T11:42:10.781682+00:00,NVDA,stock,110.512793,O:NVDA250826C00114000,C,american,2025-08-26,0,114.0,100,0.104036,0.169033,0.129406,0.136535,0.064997,4760.49,104,219,0.474343,0.108311,0.0677724898,-0.25608957,1.075667,0.0,0.136535,0.156034,0.117036,1,1,1,1,OK,5m,flatfile
2025-06-29T17:08:10.781682+00:00,UNH,stock,518.763011,O:UNH250827C00527500,C,american,2025-08-27,1,527.5,100,3.389515,3.690177,3.415533,3.539846,0.300662,849.36,34,169,0.647814,0.318042,0.0202776736,-3.15040786,9.685311,0.0,3.539846,3.630044,3.449647,1,1,1,1,OK,5m,flatfile
2025-07-04T13:48:10.781682+00:00,UNH,stock,537.615702,O:UNH251010P00527500,P,american,2025-10-10,45,527.5,100,29.017777,29.303359,29.132058,29.160568,0.285582,97.93,790,904,0.469069,-0.412882,0.0043976297,-0.36245728,73.505309,0.0,29.160568,29.246242,29.074893,1,1,1,1,OK,1m,flatfile
2025-07-02T03:06:10.781682+00:00,UNH,stock,513.720536,O:UNH250828P00517500,P,american,2025-08-28,2,517.5,100,11.751994,12.04853,11.886928,11.900262,0.296536,249.18,138,256,0.653572,-0.549313,0.0159289165,-2.43565284,15.054653,3.779464,8.120798,11.989223,11.811301,1,1,1,1,OK,1m,rest
2025-06-29T19:11:10.781682+00:00,XSP,index,538.462228,O:XSP250826P00541500,P,european,2025-08-26,0,541.5,100,4.054659,4.239378,4.12199,4.147019,0.18472,445.43,49,377,0.20812,-0.692672,0.0599173123,-0.99978411,9.90565,3.037772,1.109247,4.202434,4.091603,1,1,1,1,OK,1m,rest
2025-07-01T11:58:10.781682+00:00,PLTR,stock,25.837063,O:PLTR250826C00026000,C,american,2025-08-26,0,26.0,100,0.229685,0.243313,0.241406,0.236499,0.013628,576.23,40,1868,0.573469,0.423993,0.5050389146,-0.15276333,0.529697,0.0,0.236499,0.240588,0.232411,1,1,1,1,OK,1m,flatfile
2025-06-28T08:34:10.781682+00:00,SOFI,stock,8.296416,O:SOFI250925C00007000,C,american,2025-09-25,30,7.0,100,1.359198,1.367857,1.361517,1.363527,0.008658,63.5,2,452,0.470814,0.91062,0.1442702624,-0.00352427,0.384269,1.296416,0.067111,1.366125,1.36093,1,1,1,1,OK,1m,flatfile
2025-06-30T06:45:10.781682+00:00,GOOGL,stock,181.118748,O:GOOGL250827P00183000,P,american,2025-08-27,1,183.0,100,3.402404,3.44519,3.429264,3.423797,0.042786,124.97,320,1651,0.624571,-0.616852,0.0644656122,-1.1205803,3.618627,1.881252,1.542545,3.436633,3.410961,1,1,1,1,OK,1m,rest
2025-06-29T19:29:10.781682+00:00,NVDA,stock,113.330608,O:NVDA250902C00115000,C,american,2025-09-02,7,115.0,100,2.541547,2.594428,2.573226,2.567987,0.052882,205.93,65,207,0.524966,0.437671,0.0478283038,-0.23577546,6.184661,0.0,2.567987,2.583852,2.552123,1,1,1,1,OK,5m,rest
2025-06-29T20:02:10.781682+00:00,NVDA,stock,113.292202,O:NVDA250829C00109000,C,american,2025-08-29,3,109.0,100,4.93385,4.971865,4.949525,4.952857,0.038015,76.75,233,233,0.529499,0.797776,0.0518203653,-0.26247264,2.894634,4.292202,0.660655,4.964262,4.941453,1,1,1,1,OK,1m,flatfile
2025-07-03T11:33:10.781682+00:00,UNH,stock,524.797718,O:UNH250827P00542500,P,american,2025-08-27,1,542.5,100,17.742649,17.975381,17.938267,17.859015,0.232731,130.32,210,210,0.372969,-0.954044,0.0094096296,-0.45121315,2.648112,17.702282,0.156733,17.928834,17.789196,1,1,1,1,OK,1m,flatfile
2025-06-28T11:26:10.781682+00:00,UNH,stock,529.48359,O:UNH250925C00537500,C,american,2025-09-25,30,537.5,100,23.190241,23.402169,23.280078,23.296205,0.211928,90.97,14,398,0.434919,0.484686,0.0060383081,-0.45782534,60.51411,0.0,23.296205,23.359784,23.232627,1,1,1,1,OK,1m,rest
2025-07-02T10:42:10.781682+00:00,SPY,etf,516.597383,O:SPY250826P00522000,P,american,2025-08-26,0,522.0,100,5.523653,5.750495,5.747879,5.637074,0.226843,402.41,7,397,0.166666,-0.880763,0.0441889356,-0.4108723,5.384816,5.402617,0.234457,5.705127,5.569021,1,1,1,1,OK,5m,rest
2025-07-03T18:10:10.781682+00:00,SPY,etf,545.064765,O:SPY250826C00539000,C,american,2025-08-26,0,539.0,100,7.096857,7.377106,7.275915,7.236981,0.280249,387.25,63,63,0.292112,0.771808,0.0362740286,-1.29368936,8.624802,6.064765,1.172217,7.321056,7.152907,1,1,1,1,OK,5m,flatfile
2025-06-29T04:55:10.781682+00:00,AMD,stock,189.908348,O:AMD250909P00192000,P,american,2025-09-09,14,192.0,100,8.910751,8.961331,8.937391,8.936041,0.05058,56.6,43,269,0.534664,-0.516457,0.0200446253,-0.27429408,14.825249,2.091652,6.844389,8.951215,8.920867,1,1,1,1,OK,1m,flatfile
2025-07-04T02:09:10.781682+00:00,SOFI,stock,8.055105,O:SOFI251010C00005000,C,american,2025-10-10,45,5.0,100,3.064114,3.093854,3.084611,3.078984,0.02974,96.59,68,199,0.549969,0.995133,0.0090747778,-0.00064998,0.039924,3.055105,0.023879,3.087906,3.070062,1,1,1,1,OK,1m,flatfile
2025-06-28T11:07:10.781682+00:00,XSP,index,536.807572,O:XSP250826P00535000,P,european,2025-08-26,0,535.0,100,1.186649,1.526357,1.381575,1.356503,0.339708,2504.3,172,1119,0.194623,-0.365324,0.0687555051,-1.01181154,10.564443,0.0,1.356503,1.458415,1.25459,1,1,1,1,OK,1m,rest
2025-07-01T12:34:10.781682+00:00,GLD,etf,193.920885,O:GLD250909C00193500,C,american,2025-09-09,14,193.5,100,2.913464,2.956116,2.94382,2.93479,0.042652,145.33,0,122,0.17211,0.545956,0.0606271713,-0.10097411,15.050742,0.420885,2.513905,2.947586,2.921994,1,1,1,0,OK,1m,flatfile
